Id,Ident,Type,Name,Latitude_deg,Longitude_deg,Elevation_ft,Continent,Country_name,Iso_country,Region_name,Iso_region,Local_region,Municipality,Scheduled_service,Gps_code,Iata_code,Local_code,Home_link,Wikipedia_link,Keywords,Score,Last_updated
31824,LIDI,closed,"Cortina Airport",46.573001861600005,12.118000030500001,4213,EU,Italy,IT,Veneto,IT-34,34,"Cortina D'Ampezzo",0,LIDI,CDF,,,https://en.wikipedia.org/wiki/Cortina_Airport,"Fiames Airport",50,2015-03-13T07:58:10+00:00
23311,NRC,closed,"NASA Crows Landing Airport",37.408000946045,-121.10900115967,166,NA,"United States",US,California,US-CA,CA,"Crows Landing",0,KNRC,NRC,NRC,,https://en.wikipedia.org/wiki/NASA_Crows_Landing_Airport,"NALF Crows Landing",50,2015-12-19T22:37:42+00:00
16394,AZ06,closed,"Dateland Airfield",32.8172,-113.527,450,NA,"United States",US,Arizona,US-AZ,AZ,Dateland,0,,,,,https://en.wikipedia.org/wiki/Dateland_Air_Force_Auxiliary_Field,"AZ06, Dateland Air Force Auxiliary Field",50,2017-09-01T15:51:25+00:00
12258,5AL4,closed,"Blueberry Hill Airport",31.121599,-85.365403,220,NA,"United States",US,Alabama,US-AL,AL,Dothan,0,,,,,,5AL4,50,2017-03-04T11:19:42+00:00
1252,CKX3,closed,"Eagle River Airport",49.7556525536,-93.1401157379,1210,NA,Canada,CA,Ontario,CA-ON,ON,"Eagle River",0,CKX3,,CKX3,,https://en.wikipedia.org/wiki/Eagle_River_Airport,KX3,50,2012-04-17T15:28:33+00:00
14473,7XS5,closed,"Christian Ranch Airport",30.8603,-100.567,2425,NA,"United States",US,Texas,US-TX,TX,Eldorado,0,,,,,,7XS5,50,2018-09-15T15:32:45+00:00
970,CFN4,closed,"Embarras Airport",58.2047490455,-111.383900642,778,NA,Canada,CA,Alberta,CA-AB,AB,Embarras,0,CFN4,,CFN4,,https://en.wikipedia.org/wiki/Embarras_Airport,FN4,50,2010-12-26T15:41:09+00:00
15165,8Q0,closed,"Travis Air Force Base Aero Club",38.269688,-121.972081,51,NA,"United States",US,California,US-CA,CA,Fairfield,0,,,,,,8Q0,50,2019-01-12T15:54:17+00:00
9947,30XS,closed,"Farwell Spraying Service Inc Airport",34.382301,-103.017998,4115,NA,"United States",US,Texas,US-TX,TX,Farwell,0,,,,,,30X,50,2021-04-01T16:32:49+00:00
10692,3NY4,closed,"Di Stefano Airpark",42.923811,-74.626758,500,NA,"United States",US,"New York",US-NY,NY,"Fort Plain",0,,,,,,3NY4,50,2021-01-08T14:07:59+00:00
20646,KNKL,closed,"Holley Naval Outlying Field",30.425301,-86.893898,39,NA,"United States",US,Florida,US-FL,FL,"Fort Walton Beach",0,,,,,,"KNKL, NKL",50,2020-10-03T00:01:08+00:00
29011,LFTU,closed,"Fréjus Airport",43.4175,6.7357,33,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Fréjus,0,,,,,https://en.wikipedia.org/wiki/Frejus_Airport,"FRJ, LFTU",50,2021-04-27T15:17:14+00:00
12934,64C,closed,"Vincent Airport",42.51835,-88.299258,880,NA,"United States",US,Wisconsin,US-WI,WI,"Genoa City",0,,,,,,"64C, 4WI7",50,2020-01-11T15:13:57+00:00
35373,OAGN,closed,"Ghazni Airfield",33.5312,68.412903,7150,AS,Afghanistan,AF,"Ghazni Province",AF-GHA,GHA,Ghazni,0,,,,,,,50,2021-02-20T16:36:01+00:00
106,LB39,closed,"Graf Ignatievo South Airport",42.263196,24.719299,623,EU,Bulgaria,BG,"Plovdiv Province",BG-16,16,"Graf Ignatievo",0,,,,,,LB39,50,2017-10-01T19:14:58+00:00
25069,US-1160,closed,"Flying Cap Valley Airport",32.936501,-97.1353,638,NA,"United States",US,Texas,US-TX,TX,Grapevine,0,,,,,,TS53,50,2019-12-06T21:33:14+00:00
10196,36NC,closed,"Greensboro North Airport",36.253601,-79.908096,900,NA,"United States",US,"North Carolina",US-NC,NC,Greensboro,0,,,,,,36NC,50,2021-02-28T22:13:35+00:00
29238,EKHS,closed,"Hadsund Airfield",56.755924,10.228829,8,EU,Denmark,DK,"North Jutland",DK-81,81,Hadsund,0,EKHS,,,,,,50,2019-04-04T06:57:54+00:00
23830,OL03,closed,"Happy Valley Airport",45.44646,-122.500601,797,NA,"United States",US,Oregon,US-OR,OR,"Happy Valley",0,,,,,,OL03,50,2021-04-18T11:50:09+00:00
10166,35TS,closed,"Hempstead Gliderport",30.121599,-96.086601,260,NA,"United States",US,Texas,US-TX,TX,Hempstead,0,,,,,,35TS,50,2021-05-15T21:20:52+00:00
10536,3K4,closed,"Hillsboro Municipal Airport",39.1445,-89.457,637,NA,"United States",US,Illinois,US-IL,IL,Hillsboro,0,,,,,,3K4,50,2017-01-28T11:39:24+00:00
25270,UT27,closed,"Hurricane Mesa Airport",37.251099,-113.209,5105,NA,"United States",US,Utah,US-UT,UT,Hurricane,0,,,,,,UT27,50,2017-11-17T09:11:56+00:00
15305,91CL,closed,"Sacatar Meadows Airport",35.989899,-118.080002,6427,NA,"United States",US,California,US-CA,CA,Inyokern,0,,,,,,91CL,50,2020-12-16T17:32:41+00:00
4517,LTAK,closed,"İskenderun Airport",36.5744552612,36.1534194946,25,AS,Turkey,TR,"Hatay Province",TR-31,31,İskenderun,0,LTAK,,ISK,,,"Antakya, Antioch",50,2015-10-12T18:58:30+00:00
13223,6CL9,closed,"Peoria Airport",37.9217,-120.514999,830,NA,"United States",US,California,US-CA,CA,Jamestown,0,,,,,,6CL9,50,2018-10-06T19:48:52+00:00
20642,KNHL,closed,"Wolf NOLF Airport",30.3461,-87.541702,61,NA,"United States",US,Alabama,US-AL,AL,Joesphine,0,KNHL,,KNHL,,,,50,2017-10-01T18:59:25+00:00
11151,46CA,closed,"Rancho Vallecito Airport",32.970901,-116.408997,1680,NA,"United States",US,California,US-CA,CA,Julian,0,,,,,,46CA,50,2018-03-24T19:18:52+00:00
17631,HI13,closed,"Puu Waa Waa Ranch Airport",19.792041,-155.848041,2250,OC,"United States",US,Hawaii,US-HI,HI,Kailua-Kona,0,HI13,,HI13,,,,50,2022-03-08T16:09:48+00:00
6567,00UT,closed,"Clear Creek Ranch Airport",37.247799,-112.821998,6138,NA,"United States",US,Utah,US-UT,UT,Kanab,0,,,,,,"00UT, U21",50,2019-03-02T16:17:39+00:00
30015,ESSQ,closed,"Karlstad South Airport",59.359199523899996,13.4660997391,148,EU,Sweden,SE,"Värmlanda län",SE-S,S,Karlstad,0,ESSQ,,,,,,50,2012-06-19T08:04:34+00:00
30018,EYKG,closed,"Kaunas Gamykla Airfield",54.880001,23.9072,249,EU,Lithuania,LT,"Kaunas County",LT-KU,KU,Kaunas,0,EYKG,,,,,,50,2020-12-30T04:49:59+00:00
10265,38AZ,closed,"Peabody Bedard Field",36.471699,-110.417999,6564,NA,"United States",US,Arizona,US-AZ,AZ,Kayenta,0,,,,,,38AZ,50,2021-01-03T14:50:26+00:00
11901,52AK,closed,"Basquo Airport",60.505512,-151.248608,63,NA,"United States",US,Alaska,US-AK,AK,Kenai,0,,,,,,52AK,50,2021-01-14T16:12:37+00:00
34989,RU-2510,closed,"Greem Bell Air Base",81.15,64.33,30,AS,Russia,RU,"Arkhangelsk Oblast",RU-ARK,ARK,Khatanga,0,,,XLDG,,https://en.wikipedia.org/wiki/Greem_Bell,"Graham Bell Airbase, Аэродром Греэм Белл, Аэродром Грээм Белл, ЬЛДГ, RU-2510",50,2015-05-10T19:09:50+00:00
31781,VDKT,closed,"Kratie Airport",12.489017,106.05469,,AS,Cambodia,KH,Krachoh,KH-10,10,Kratie,0,,,,,,"KTI, VDKT",50,2021-05-09T23:05:53+00:00
22672,N31,closed,"Kutztown Airport",40.503276,-75.785758,512,NA,"United States",US,Pennsylvania,US-PA,PA,Kutztown,0,,,,,,N31,50,2021-03-29T16:31:28+00:00
1503,CSC5,closed,"Lac Etchemin Airport",46.4072,-70.501404,1500,NA,Canada,CA,Quebec,CA-QC,QC,"Lac Etchemin",0,CSC5,,CSC5,,https://en.wikipedia.org/wiki/Lac_Etchemin_Airport,SC5,50,2021-10-31T04:35:49+00:00
11071,44FD,closed,"Epcot Center Ultralightport",28.353099823,-81.54699707030001,102,NA,"United States",US,Florida,US-FL,FL,"Lake Buena Vista",0,44FD,,44FD,,https://en.wikipedia.org/wiki/Epcot_Center_Ultralight_Flightpark,,50,2012-08-16T12:46:21+00:00
10740,3PA2,closed,"Neeb Airport",40.881585,-75.642471,825,NA,"United States",US,Pennsylvania,US-PA,PA,Lehighton,0,,,,,,3PA2,50,2021-10-20T17:36:47+00:00
31046,FAIO,closed,"Odi Airport",-25.5499992371,27.933000564599997,3862,AF,"South Africa",ZA,North-West,ZA-NW,NW,Lerulaneng,0,FAIO,,,,,,50,2015-01-29T09:12:29+00:00
14122,US-7GA6,closed,"Holder's Field",33.3615,-84.1446,740,NA,"United States",US,Georgia,US-GA,GA,"Locust Grove",0,,,,,,7GA6,50,2019-09-29T18:17:25+00:00
20314,KL84,closed,"Lost Hills Kern County Airport",35.6236,-119.685997,274,NA,"United States",US,California,US-CA,CA,"Lost Hills",0,,,,,https://en.wikipedia.org/wiki/Lost_Hills_Airport,L84,50,2019-10-10T06:50:14+00:00
27303,MZ-0004,closed,"Magaruque Airport",-21.9672451019,35.4247283936,20,AF,Mozambique,MZ,"Inhambane Province",MZ-I,I,"Magaruque Island",0,,MFW,,,,,50,2012-03-31T13:42:13+00:00
42047,MHCL,closed,"Colon Airport",14.161944,-88.034447,1240,NA,Honduras,HN,"La Paz Department",HN-LP,LP,Marcala,0,MHMA,MRJ,,,https://en.wikipedia.org/wiki/Marcala_Airport,,50,2016-06-07T05:34:38+00:00
10392,3AZ2,closed,"University of Arizona Maricopa Agricultural Center Airport",33.080299,-111.983002,1181,NA,"United States",US,Arizona,US-AZ,AZ,Maricopa,0,3AZ2,,3AZ2,,,,50,2021-12-08T15:08:18+00:00
37184,SNNI,closed,"Praia do Forte Airport",-12.565371,-38.015812,49,SA,Brazil,BR,Bahia,BR-BA,BA,"Mata De São João",0,SNNI,,,,,,50,2021-10-08T11:35:31+00:00
26235,XS10,closed,"Aransas National Wildlife Refuge Airport",28.124533,-96.798692,10,NA,"United States",US,Texas,US-TX,TX,"Matagorda Island",0,,,,,,XS10,50,2018-04-13T15:23:58+00:00
10984,42AZ,closed,"Orme School Airport",34.429566,-112.062693,3934,NA,"United States",US,Arizona,US-AZ,AZ,Mayer,0,42AZ,,42AZ,,,,50,2020-07-07T13:48:14+00:00
12440,5KS9,closed,"Black Airport",39.825802,-101.362999,3345,NA,"United States",US,Kansas,US-KS,KS,McDonald,0,,,,,,5KS9,50,2022-01-08T11:20:31+00:00
11777,4W7,closed,"Hurdle Field",36.072278,-79.280639,680,NA,"United States",US,"North Carolina",US-NC,NC,Mebane,0,,,,,,4W7,50,2019-03-31T13:43:52+00:00
43169,PL-0048,closed,"Krzewica Airport",52.05389,22.70056,509,EU,Poland,PL,Lublin,PL-LU,LU,"Międzyrzec Podlaski",0,,,,,,,50,2019-02-10T05:57:47+00:00
22022,MI09,closed,"Milan Airport",42.050593,-83.741313,706,NA,"United States",US,Michigan,US-MI,MI,Milan,0,,,,,,MI09,50,2021-01-01T10:11:52+00:00
9482,2K0,closed,"Piatt County Airport",40.005299,-88.558601,740,NA,"United States",US,Illinois,US-IL,IL,Monticello,0,,,,,,2K0,50,2019-06-29T13:05:42+00:00
21262,KU43,closed,"Monticello Airport",37.937199,-109.347,6998,NA,"United States",US,Utah,US-UT,UT,Monticello,0,,,,,https://en.wikipedia.org/wiki/Monticello_Airport_(Utah),"U43, MXC",50,2017-01-28T15:24:10+00:00
11053,43TA,closed,"Diamond Seven Ranch Airport",32.025151,-97.624411,797,NA,"United States",US,Texas,US-TX,TX,Morgan,0,43TA,,43TA,,,,50,2022-01-16T22:09:31+00:00
43179,PL-0056,closed,"Radzewice Airport",52.211109,16.997219,249,EU,Poland,PL,"Greater Poland",PL-WP,WP,Mosina,0,,,,,,,50,2019-02-08T03:00:24+00:00
17617,KHAX,closed,"Hatbox Field",35.746437,-95.413277,627,NA,"United States",US,Oklahoma,US-OK,OK,Muskogee,0,KHAX,HAX,HAX,,https://en.wikipedia.org/wiki/Hatbox_Field,"Muskogee Army Airfield",50,2021-05-27T15:14:52+00:00
42454,GR-0004,closed,"Nea Kavala Polykastro Airfield",40.984402,22.626301,76,EU,Greece,GR,Kilkis,GR-57,57,"Nea Kavala",0,,,,,,,50,2021-11-29T02:42:24+00:00
1468,CPW3,closed,"Nobleton Airport",43.93669891357422,-79.67970275878906,970,NA,Canada,CA,Ontario,CA-ON,ON,Nobleton,0,CPW3,,CPW3,,https://en.wikipedia.org/wiki/Nobleton_Airport,PW3,50,2009-04-18T12:54:50+00:00
26252,XS27,closed,"Farm Air Service Airport",30.037248,-94.397303,45,NA,"United States",US,Texas,US-TX,TX,Nome,0,,,,,,XS27,50,2021-01-29T13:51:42+00:00
26253,XS28,closed,"North Willis Airport",30.0266,-94.4627,42,NA,"United States",US,Texas,US-TX,TX,Nome,0,,,,,,XS28,50,2018-09-28T14:22:38+00:00
30866,MYCC,closed,"Cat Cay Airport",25.554555,-79.275151,14,NA,Bahamas,BS,Bimini,BS-BI,BI,"North Cat Cay",0,MYCC,CXY,,https://www.catcayyachtclub.com/club/scripts/library/view_document.asp?NS=IS&DN=AIRPORT,https://en.wikipedia.org/wiki/Cat_Cays_Airport,,50,2020-10-07T10:47:40+00:00
29210,EGYC,closed,"RAF Coltishall",52.7547,1.35722,66,EU,"United Kingdom",GB,England,GB-ENG,ENG,Norwich,0,EGYC,CLF,,,https://en.wikipedia.org/wiki/RAF_Coltishall,,50,2020-02-03T02:15:28+00:00
31020,ESCY,closed,"Nyge Airport",58.7456016541,17.0489006042,7,EU,Sweden,SE,"Södermanlands län",SE-D,D,Nyköping,0,ESCY,,,,,,50,2010-08-30T17:38:50+00:00
7789,12OK,closed,"Expressway Airpark",35.541302,-97.453102,1070,NA,"United States",US,Oklahoma,US-OK,OK,"Oklahoma City",0,,,,,,12OK,50,2017-08-12T11:37:18+00:00
23487,O23,closed,"Pinnacles Ranch Airport",36.510201,-121.135002,1200,NA,"United States",US,California,US-CA,CA,Paicines,0,,,,,,"O23, CL56",50,2020-09-28T09:46:00+00:00
26266,XS42,closed,"Agricultural Supplies Airport",28.929399,-99.080299,651,NA,"United States",US,Texas,US-TX,TX,Pearsall,0,,,,,,XS42,50,2018-06-17T15:46:27+00:00
28689,EDVP,closed,"Flugplatz Peine-Eddesse",52.4025,10.228889,249,EU,Germany,DE,"Lower Saxony",DE-NI,NI,Peine,0,EDVP,,,,http://de.wikipedia.org/wiki/Flugplatz_Peine-Eddesse,,50,2020-12-28T11:05:58+00:00
15352,92KY,closed,"Timmons Field",38.284199,-85.472603,690,NA,"United States",US,Kentucky,US-KY,KY,"Pewee Valley",0,,,,,,92KY,50,2020-05-18T10:44:06+00:00
37948,SWLE,closed,"Pontes e Lacerda Airport",-15.231111,-59.34111,1148,SA,Brazil,BR,"Mato Grosso",BR-MT,MT,"Pontes E Lacerda",0,,,,,,SWLE,50,2017-05-27T23:48:46+00:00
14229,7MI4,closed,"Ludington Airport",43.922199,-82.748595,690,NA,"United States",US,Michigan,US-MI,MI,"Port Hope",0,,,,,,7MI4,50,2017-08-17T21:29:45+00:00
9898,2Y0,closed,"Primghar Airport",43.077999,-95.614304,1481,NA,"United States",US,Iowa,US-IA,IA,Primghar,0,,,2Y0,,,,50,2021-04-15T11:32:57+00:00
7735,11OK,closed,"Beefor Ranch Airport",35.06909,-97.38465,1150,NA,"United States",US,Oklahoma,US-OK,OK,Purcell,0,,,,,,11OK,50,2021-06-24T15:37:35+00:00
32526,NVVQ,closed,"Quoin Hill Airfield",-17.540001,168.442001,16,OC,Vanuatu,VU,Shefa,VU-SEE,SEE,"Quoin Hill",0,NVVQ,UIQ,,,,,50,2021-02-05T11:13:39+00:00
31779,HSKI,closed,"Kosti Airport",13.183,32.733002,1289,AF,Sudan,SD,"White Nile State",SD-08,08,Rabak,0,HSKI,KST,,,,,50,2022-01-14T16:37:58+00:00
26286,XS63,closed,"Texas Air Museum Airport",26.228701,-97.560799,30,NA,"United States",US,Texas,US-TX,TX,"Rio Hondo",0,,,,,,XS63,50,2018-06-17T16:29:06+00:00
16548,CA17,closed,"Peterson Airport",37.723499,-120.889999,158,NA,"United States",US,California,US-CA,CA,Riverbank,0,,,,,,CA17,50,2018-08-17T12:28:07+00:00
22202,MN98,closed,"Aero-Plain Airport",45.410947,-93.384937,931,NA,"United States",US,Minnesota,US-MN,MN,"Saint Francis",0,,,,,,MN98,50,2022-02-16T16:28:49+00:00
30377,SADS,closed,"San Justo Airport",-34.732372,-58.595564,62,SA,Argentina,AR,"Buenos Aires Province",AR-B,B,"San Justo",0,SADS,,JUS,,,"Aeroclub Argentino",50,2021-04-18T19:12:27+00:00
30366,SCTI,closed,"Los Cerrillos Airport",-33.493598938,-70.6977996826,1680,SA,Chile,CL,"Santiago Metropolitan Region",CL-RM,RM,Santiago,0,SCTI,ULC,,,http://es.wikipedia.org/wiki/Aer%C3%B3dromo_Los_Cerrillos,,50,2012-02-11T04:02:19+00:00
30384,MDHE,closed,"Herrera Airport",18.4696998596,-69.9693984985,190,NA,"Dominican Republic",DO,"Distrito Nacional",DO-01,01,"Santo Domingo",0,MDHE,HEX,,,https://en.wikipedia.org/wiki/Herrera_International_Airport,,50,2011-10-16T11:24:57+00:00
25251,UT08,closed,"Camp Williams Airfield",40.4319,-111.931,4860,NA,"United States",US,Utah,US-UT,UT,"Saratoga Springs",0,,,,,,UT08,50,2021-04-14T22:55:53+00:00
31625,HSND,closed,"Shendi Airport",16.700001,33.432999,1181,AF,Sudan,SD,"River Nile State",SD-04,04,Shendi,0,HSND,,,,,,50,2021-05-29T20:34:55+00:00
12608,5OR2,closed,"Bushnell Airport",45.103197,-123.425003,220,NA,"United States",US,Oregon,US-OR,OR,Sheridan,0,,,,,https://en.wikipedia.org/wiki/Bushnell_Airport,5OR2,50,2018-06-10T22:42:38+00:00
12827,61MA,closed,"Shirley Airport",42.527,-71.664497,400,NA,"United States",US,Massachusetts,US-MA,MA,Shirley,0,,,,,,61MA,50,2021-09-23T17:02:11+00:00
11982,53TX,closed,"Cannon Field",29.216101,-98.5495,610,NA,"United States",US,Texas,US-TX,TX,Somerset,0,,,,,,53TX,50,2022-01-16T19:14:53+00:00
8389,1KS5,closed,"Keyser Airport",39.162498,-96.096397,950,NA,"United States",US,Kansas,US-KS,KS,"St Marys",0,,,,,,1KS5,50,2021-07-23T16:40:39+00:00
14980,8K4,closed,"St Mary's Airpark",39.272499,-96.061402,1220,NA,"United States",US,Kansas,US-KS,KS,"St. Mary's",0,,,,,,8K4,50,2017-02-03T17:19:17+00:00
950,CFG7,closed,"Steen Tower Airport",59.633301,-117.782997,2320,NA,Canada,CA,Alberta,CA-AB,AB,"Steen Tower",0,,,,,https://en.wikipedia.org/wiki/Steen_Tower_Airport,"FV5, CFG7",50,2016-10-22T07:10:23+00:00
43162,EPGO,closed,"Góraszka Airport",52.184441,21.281111,361,EU,Poland,PL,Masovia,PL-MZ,MZ,Sulejówek,0,EPGO,,,,,,50,2017-10-18T09:05:24+00:00
41491,WRSP,closed,"Tanjung Perak Airport",-7.22,112.72,9,AS,Indonesia,ID,"Jawa Timur",ID-JI,JI,Surabaya,0,,,,,,WRSP,50,2021-06-01T17:53:53+00:00
30459,LKTV,closed,"Tábor Všechov Air Base",49.437801,14.6217,1604,EU,"Czech Republic",CZ,"South Bohemian Region",CZ-JC,JC,Tábor,0,LKTV,,,,,,50,2020-08-25T03:19:50+00:00
9295,2AK7,closed,"Bald Mountain Airport",62.3074,-149.751994,3600,NA,"United States",US,Alaska,US-AK,AK,Talkeetna,0,,,,,,2AK7,50,2021-02-03T21:24:07+00:00
29339,ESKT,closed,"Tierp Air Base",60.345001220703,17.421899795532,,EU,Sweden,SE,"Uppsala län",SE-C,C,Tierp,0,ESKT,,,,,,50,2016-01-27T11:04:25+00:00
221,SIAB,closed,"Leda Mello Resende Airport",-21.3719,-45.4949,3050,SA,Brazil,BR,"Minas Gerais",BR-MG,MG,"Três Pontas",0,,,,,,SIAB,50,2018-06-15T17:59:38+00:00
29502,LSMJ,closed,"Turtman Air Base",46.30260086,7.713950157,,EU,Switzerland,CH,"Canton of Valais",CH-VS,VS,Turtman,0,LSMJ,,,,,,50,2015-07-06T15:07:02+00:00
17405,US-FL35,closed,"Eglin Field Nr 2 Airport",30.5777,-86.450798,159,NA,"United States",US,Florida,US-FL,FL,Valparaiso,0,,,,,https://en.wikipedia.org/wiki/Pierce_Field,"FL35, Pierce Field",50,2020-04-25T15:04:47+00:00
30526,SSWA,closed,"Venâncio Aires Airport",-29.6131,-52.217201,226,SA,Brazil,BR,"Rio Grande do Sul",BR-RS,RS,"Venâncio Aires",0,,,,,,SSWA,50,2020-03-08T22:33:34+00:00
13074,US-6356,closed,"Hightower Areo Plantation Airport",34.970001,-80.0289,395,NA,"United States",US,"North Carolina",US-NC,NC,Wadesboro,0,,,,,,67NC,50,2022-01-16T16:47:08+00:00
23799,OK64,closed,"Weedpatch International Airport",36.813901,-97.986504,1113,NA,"United States",US,Oklahoma,US-OK,OK,Wakita,0,,,,,,OK64,50,2017-11-10T10:43:10+00:00
11661,4OK6,closed,"Pitts Field",34.989498,-97.025297,1060,NA,"United States",US,Oklahoma,US-OK,OK,Wanette,0,,,,,,4OK6,50,2018-03-30T13:26:52+00:00
7933,15FD,closed,"Orange Hill Airport",30.658501,-85.527878,260,NA,"United States",US,Florida,US-FL,FL,Wausau,0,,,,,,15FD,50,2021-05-15T19:36:08+00:00
11143,45TX,closed,"West Airpark",31.752399,-97.098297,563,NA,"United States",US,Texas,US-TX,TX,West,0,,,,,,45TX,50,2021-03-30T17:50:39+00:00
9764,2T5,closed,"Hahn Sky Ranch Airport",43.469658,-88.292174,1090,NA,"United States",US,Wisconsin,US-WI,WI,"West Bend",0,,,,,,2T5,50,2022-03-17T23:36:18+00:00
28052,YWKH,closed,"Wickham Airport",-20.675792387900003,117.125072479,,OC,Australia,AU,"Western Australia",AU-WA,WA,Wickham,0,YWKH,,,,,,50,2012-08-26T12:35:18+00:00
18821,K4I0,closed,"Mingo County Airport",37.687599,-82.261002,1575,NA,"United States",US,"West Virginia",US-WV,WV,Williamson,0,,,,,https://en.wikipedia.org/wiki/Mingo_County_Airport,4I0,50,2020-01-21T18:35:03+00:00
12661,5TA6,closed,"Knot 2 Shabby Airport",31.935327,-99.89558,1820,NA,"United States",US,Texas,US-TX,TX,Winters,0,,,,,,5TA6,50,2022-01-03T21:43:37+00:00
30571,EGDT,closed,"Wroughton Airfield",51.5061,-1.80194,656,EU,"United Kingdom",GB,England,GB-ENG,ENG,Wroughton,0,EGDT,,,,https://en.wikipedia.org/wiki/RAF_Wroughton,"RAF Wroughton",50,2020-03-12T09:07:32+00:00
32685,ZGWZ,closed,"Wuzhou Changzhoudao Airport",23.456699,111.248001,89,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Wuzhou (Changzhou)",0,,,,,https://en.wikipedia.org/wiki/Wuzhou_Changzhoudao_Airport,"WUZ, ZGWZ",50,2021-12-01T18:25:36+00:00
23814,OK87,closed,"Renavair Field",34.654999,-97.214699,905,NA,"United States",US,Oklahoma,US-OK,OK,Wynnewood,0,,,,,,OK87,50,2017-11-17T10:02:25+00:00
21443,KZUN,closed,"Black Rock Airport",35.083199,-108.792,6454,NA,"United States",US,"New Mexico",US-NM,NM,"Zuni Pueblo",0,,,ZUN,,https://en.wikipedia.org/wiki/Black_Rock_Airport,"KZUN, ZUN",50,2021-05-16T22:50:56+00:00
28365,CAH8,closed,"Penticton Seaplane Base",49.45003,-119.599998,1108,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAH8,,CAH8,,https://en.wikipedia.org/wiki/Penticton_Water_Aerodrome,AH8,25,2017-06-11T17:07:55+00:00
29259,ENFR,closed,"Frigg QP Platform",59.8782997131,2.06500005722,,EU,Norway,NO,"*Offshore Oil Platforms",NO-XX,XX,,0,ENFR,,,,,,25,2015-02-04T14:22:04+00:00
29302,ENXQ,closed,"Frigg DP2 Platform",59.8856010437,2.07083010674,,EU,Norway,NO,"*Offshore Oil Platforms",NO-XX,XX,,0,ENXQ,,,,,,25,2012-10-07T10:55:23+00:00
8119,18TS,closed,"Brackenridge Hospital Heliport",30.27375,-97.734772,519,NA,"United States",US,Texas,US-TX,TX,Austin,0,18TS,,18TS,,,,25,2020-06-17T17:31:43+00:00
28171,CPT5,closed,"Barrie/Little Lake Seaplane Base",44.418735,-79.665545,775,NA,Canada,CA,Ontario,CA-ON,ON,Barrie,0,,,,,https://en.wikipedia.org/wiki/Barrie/Little_Lake_Water_Aerodrome,"CPT5, PT5",25,2016-12-10T00:02:02+00:00
9283,2A4,closed,"Vor Lake Waterlane Seaplane Base",66.888454,-151.494856,631,NA,"United States",US,Alaska,US-AK,AK,Bettles,0,,,,,,2A4,25,2020-02-12T21:57:38+00:00
9638,2NK0,closed,"Northwest Waterbird Seaplane Base",43.593399,-73.625099,320,NA,"United States",US,"New York",US-NY,NY,"Bolten Landing",0,,,,,,2NK0,25,2021-05-16T20:21:39+00:00
15799,9M0,closed,"North Country Seaplane Base",47.0149,-92.168198,1370,NA,"United States",US,Minnesota,US-MN,MN,Duluth,0,,,,,,9M0,25,2021-02-06T19:30:56+00:00
15370,92TX,closed,"TGP 409 Heliport",26.41659,-98.135629,92,NA,"United States",US,Texas,US-TX,TX,Edinburg,0,92TX,,92TX,,,,25,2021-12-28T17:18:31+00:00
23321,NV10,closed,"Car Country Heliport",35.987999,-114.926003,2300,NA,"United States",US,Nevada,US-NV,NV,Henderson,0,,,,,,NV10,25,2020-02-29T09:30:14+00:00
35567,SDIJ,closed,"Panco 13 Heliport",-22.756399154663086,-42.89030075073242,112,SA,Brazil,BR,"Rio de Janeiro",BR-RJ,RJ,Itaboraí,0,,,,,,,25,2008-09-04T15:51:57+00:00
23314,NV03,closed,"Las Vegas Helicopters Heliport",36.108101,-115.174004,2133,NA,"United States",US,Nevada,US-NV,NV,"Las Vegas",0,,,,,,NV03,25,2021-11-12T16:19:18+00:00
23339,NV29,closed,"Excalibur Hotel/Casino Heliport",36.09814,-115.175405,2375,NA,"United States",US,Nevada,US-NV,NV,"Las Vegas",0,,,,,,NV29,25,2021-11-12T16:18:02+00:00
28315,CAW7,closed,"Mayne Island Seaplane Base",48.852241,-123.301982,,NA,Canada,CA,"British Columbia",CA-BC,BC,"Miners Bay",0,CAW7,YAV,CAW7,,https://en.wikipedia.org/wiki/Mayne_Island_Water_Aerodrome,,25,2021-06-09T23:32:19+00:00
12999,65NJ,closed,"Triangle Heliport",40.4682,-74.4668,150,NA,"United States",US,"New Jersey",US-NJ,NJ,"New Brunswick",0,,,,,,65NJ,25,2021-03-28T11:07:45+00:00
7098,0AZ7,closed,"Sunstate Heliport",33.445318,-111.964567,1180,NA,"United States",US,Arizona,US-AZ,AZ,Phoenix,0,,,,,,0AZ7,25,2021-03-26T17:55:38+00:00
16430,AZ42,closed,"ASI Heliport",33.447725,-111.99251,1140,NA,"United States",US,Arizona,US-AZ,AZ,Phoenix,0,,,,,,AZ42,25,2021-03-26T17:57:46+00:00
28383,CAP8,closed,"Port Washington Seaplane Base",48.812,-123.321,0,NA,Canada,CA,"British Columbia",CA-BC,BC,"Port Washington",0,CAP8,,CAP8,,https://en.wikipedia.org/wiki/Port_Washington_Water_Aerodrome,AP8,25,2015-04-03T13:12:54+00:00
